,Country.of.Origin,Region,Owner.1,Variety,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points
1049,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,Arusha,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,80.75
1050,Taiwan,taiwan,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,80.67
1051,Indonesia,sumatra brastagi,Aulia Arif Syahri,Mandheling,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,80.67
1052,Guatemala,antigua,Juan Luis Alvarado Romero,Bourbon,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,80.67
1053,Costa Rica,tarrazu,"CECA, S.A.",Caturra,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,80.67
1054,Malawi,southern- zomba,AFCA,Caturra,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,80.67
1055,Mexico,"el desmoronado, talpan de allende jalisco",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,80.67
1056,Colombia,santander,Compañia Colombiana Agroindustrial S.A,Caturra,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,80.67
1057,Guatemala,"san lucas toliman, solola",Juan Luis Alvarado Romero,Bourbon,7.67,7.17,7,7.5,7,7,10,10,10,80.67
1058,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7,7.33,7.5,7.33,7,7.33,10,10,10,80.67
1059,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7,7.5,7.33,7.17,7.17,7.17,10,10,10,80.67
1060,Colombia,,Racafe & Cia S.C.A,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,80.67
1061,Brazil,monte carmelo,BOURBON SPECIALTY COFFEES,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,80.58
1062,Nicaragua,nueva segovia,"Exportadora Atlantic, S.A.",,7.08,7.5,7,7.25,7.42,7,10,10,10,80.58
1063,"Tanzania, United Republic Of",arusha,Burka Coffee Estate,Other,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,80.58
1064,Brazil,south of minas,Ipanema Coffees,Bourbon,7.42,7.25,7.33,7,7.08,7.25,10,10,10,80.58
1065,Honduras,occidental,Beneficio Santa Rosa,Caturra,7.5,7.17,7,7.42,7.33,7,10,10,10,80.58
1066,Guatemala,huehuetenango,Juan Luis Alvarado Romero,Bourbon,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,80.58
1067,United States (Hawaii),,Kona Pacific Farmers Cooperative,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,80.58
1068,Colombia,,Racafe & Cia S.C.A,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,80.58
1069,Taiwan,taiwan,CQI Taiwan ICP CQI台灣合作夥伴,Other,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,80.5
1070,Guatemala,santa rosa,Juan Luis Alvarado Romero,Caturra,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,80.5
1071,Honduras,ocotepeque,Janny Marlith Torres,Catuai,7.58,7.33,7,7.17,7.33,7.08,10,10,10,80.5
1072,Mauritius,chamarel (south west),Case Noyale Ltd,,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,80.5
1073,Brazil,vale da grama,BOURBON SPECIALTY COFFEES,Yellow Bourbon,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,80.5
1074,Myanmar,pyin oo lwin,Shwe Yin Mar Coffee,Other,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,80.5
1075,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,80.5
1076,Brazil,mantiqueira de minas,Jacques Pereira Carneiro,Yellow Bourbon,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,80.5
1077,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,80.5
1078,Guatemala,huehuetenango,Juan Luis Alvarado Romero,Bourbon,7.5,7.5,7,7.67,7.17,7,10,10,10,80.5
1079,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,80.5
1080,Honduras,marcala,CADEXSA,,7.25,7.42,7,7.42,7.33,7,10,10,10,80.42
1081,Taiwan,南投國姓,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,80.42
1082,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",LUSSO LAB,Bourbon,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,80.42
1083,China,yunnan,Adam Ciruli Ye,Other,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,80.42
1084,Taiwan,nantou,"CQI Taiwan ICP CQI台灣合作夥伴
",Typica,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,80.42
1085,Mexico,pochutla,ALFREDO BOJALIL,Typica,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,80.42
1086,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,Caturra,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,80.42
1087,Burundi,mumirwa,SIMON MAHINDA,,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,80.33
1088,"Tanzania, United Republic Of",mkuu rombo,Delfina Leon Shine,Bourbon,7.25,7.17,7,7.25,7.42,7.08,10,10,10,80.33
1089,"Tanzania, United Republic Of",arusha,Kongoni Estate,Other,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,80.33
1090,Taiwan,taichung xinshe 台中市新社區,CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,80.33
1091,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.33,7.33,6.83,7.5,7,7.17,10,10,10,80.33
1092,Mexico,chilón,MIGUEL CORTES MORENO,Typica,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,80.33
1093,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,Hawaiian Kona,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,80.33
1094,Ethiopia,kelem welega,Ethiopia Commodity Exchange,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,80.33
1095,Brazil,cerrado - monte carmelo - minas gerais,Volcafe Ltda. - Brasil,Catuai,7.17,7.33,7.42,7.08,7,7,10,10,10,80.25
1096,Honduras,comayagua,Bismarck Castro,Caturra,7.25,7.25,7,7,7.42,7,10,10,10,80.25
1097,Mexico,sierra madre occidental,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,7.25,7.17,7,7.33,7.33,7,10,10,10,80.25
1098,Myanmar,"yauk sauk, shan state",Bob McCauley,Other,8,7.08,7,7.33,7.08,6.92,10,10,10,80.25
1099,Myanmar,ywar ngan,U Htun Htun,Catuai,7.42,7,7.08,7,7.17,7.33,10,10,10,80.25
1100,Nicaragua,matagalpa,Gloria Antonieta Escobar Urrutia,Caturra,7.08,6.92,7,7.25,7.5,7.25,10,10,10,80.25
1101,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,80.25
1102,Colombia,,Honor dela Fuente,Typica,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,80.25
1103,Taiwan,chiayi fanlu嘉義縣番路鄉,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,80.25
1104,Guatemala,oriente,The Coffee Source Inc.,Caturra,7,7.17,7.33,7.33,7,7.17,10,10,10,80.25
1105,Mexico,"calnali, hidalgo",SAUL M. HERNANDEZ RAMIREZ,Caturra,7.58,7.33,7.17,7.25,6.75,7,10,10,10,80.25
1106,Vietnam,dala,"Sunvirtue Co., Ltd.",Catimor,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,80.17
1107,Nicaragua,jinotega,"Exportadora Atlantic, S.A.",Caturra,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,80.17
1108,Honduras,marcala,CADEXSA,Catuai,7.25,7.25,7,7.17,7.08,7.08,10,10,10,80.17
1109,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.33,7.33,7,7.17,7.17,7.17,10,10,10,80.17
1110,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Typica,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,80.17
1111,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,80.17
1112,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,7.33,7.33,7.17,7.08,7.25,7,10,10,10,80.17
1113,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.33,7.33,7,7.33,7,7,10,10,10,80.17
1114,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,80.17
1115,Brazil,mantiqueira de minas,Brayan Cunha Souza,Bourbon,7.17,7.17,7,7.17,7.25,7.25,10,10,10,80.08
1116,Taiwan,苗栗泰安,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.42,7.25,7.25,7.17,7,7,10,10,10,80.08
1117,Nicaragua,,Honor dela Fuente,,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,80.08
1118,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.25,7.25,7.25,7.25,7.08,7,10,10,10,80.08
1119,Taiwan,changhua baguashan 彰化市八卦山,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.25,7.25,7.25,7,7.25,7.08,10,10,10,80.08
1120,Taiwan,changhua baguashan 彰化市八卦山,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,80.08
1121,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,80.08
1122,Mexico,escuitla,FEDERICO PACHECO PEREZ,Typica,7.25,7.08,7,7.17,7.33,7.17,10,10,10,80.08
1123,Nicaragua,jinotega,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,80
1124,Myanmar,"doe kwin, pyin oo lwin",Ngu Shwe Li,Other,7.17,7.33,7,7.42,7.17,7,10,10,10,80
1125,Mexico,"sierra fraylesca, chiapas",Kurt Kappeli,Typica,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,80
1126,Taiwan,changhua baguashan 彰化市八卦山,CQI Taiwan ICP CQI台灣合作夥伴,Typica,7.25,7.25,7.25,7,7.25,7,10,10,10,80
1127,Thailand,thailand,Doi Tung Development Project,,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,80
1128,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Typica,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,80
1129,Mexico,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,Other,7.08,7.33,7,7.33,7.08,7,10,10,10,80
1130,Ethiopia,limu,Ethiopia Commodity Exchange,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,80
1131,Colombia,huila,Federacion Nacional de Cafeteros,,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,79.92
1132,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.5,7,7,6.92,7.33,7.17,10,10,10,79.92
1133,Mexico,chiapas,CALIXTO GUILLEN VAZQUEZ,Bourbon,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,79.92
1134,Mexico,"motozintla, chiapas",ALEJANDRO GARCIA PALACIOS,Other,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,79.92
1135,Mexico,veracruz,CHRISTINA DUSING,Bourbon,7.5,7.17,7,7.17,7.25,7.08,10,10,10,79.92
1136,Mexico,jaltenango,MONTEGRANDE,Catuai,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,79.92
1137,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,Typica,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,79.92
1138,Mexico,veracruz,JESUS CARLOS CADENA VALDIVIA,Mundo Novo,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,79.92
1139,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,79.92
1140,Kenya,kiambu,Kennedy Macharia,SL34,7,7.08,7,7.17,7.25,7.25,10,10,10,79.83
1141,Guatemala,san marcos,Juan Luis Alvarado Romero,Bourbon,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,79.83
1142,Nicaragua,jinotega,Asociación Aldea Global Jinotega,Caturra,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,79.83
1143,Mexico,veracruz,SERGIO DE LA VEQUIA BERNARDI,Typica,7.17,7.08,7,7.25,7.5,7,10,10,10,79.83
1144,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,Hawaiian Kona,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,79.83
1145,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.75
1146,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉","Lin, Che-Hao Krude 林哲豪",Typica,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,79.75
1147,Taiwan,"baihe dist., tainan city 臺南市白河區","Lin, Che-Hao Krude 林哲豪",Typica,7.08,7.08,7.25,7,7.17,7.17,10,10,10,79.75
1148,Thailand,thailand,Doi Tung Development Project,,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,79.75
1149,Peru,huanuco,Dane Loraas,,7,7.08,7,7.25,7.5,7.42,9.33,10,10,79.75
1150,Costa Rica,brunca,The Coffee Source Inc.,Catuai,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,79.75
1151,Mexico,"la concordia, chiapas",FREDY GORDILLO REYES,Typica,7.58,7.08,7,7,7.5,6.92,10,10,10,79.75
1152,Mexico,chiapas,LEONIDES DE LA CRUZ LOPEZ,Bourbon,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,79.75
1153,Mexico,chiapas,CALIXTO GUILLEN VAZQUEZ,Bourbon,7.25,7.08,7,7.17,7.17,7.08,10,10,10,79.75
1154,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Bourbon,7.25,7.17,7.17,7.08,7.17,7,10,10,10,79.75
1155,Mexico,pochutla,ALFREDO BOJALIL,Typica,7.33,7.25,7,7.08,7.08,7,10,10,10,79.75
1156,Guatemala,antigua,LUSSO LAB,Bourbon,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,79.75
1157,Mexico,tuxtla gutierrez,MONTEGRANDE,Typica,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,79.75
1158,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,79.67
1159,El Salvador,cacahuatique,Consejo Salvadoreño del Café,Bourbon,7.25,7.08,7,6.83,7.33,7.17,10,10,10,79.67
1160,Thailand,thailand,Doi Tung Development Project,,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,79.67
1161,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.5,7,6.83,7.08,7.08,7.17,10,10,10,79.67
1162,Mexico,"la concordia, chiapas",FREDY GORDILLO REYES,Typica,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,79.67
1163,Mexico,"tenango de doria, hidalgo",SAUL M. HERNANDEZ RAMIREZ,Caturra,7.33,7.17,7,6.75,7.08,7,10,10,10,79.67
1164,Mexico,"coatepec, coatepec",ALFREDO BOJALIL,Mundo Novo,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,79.67
1165,Thailand,,Doi Tung Development Project,Peaberry,7.17,7.17,7,7,7.25,6.92,10,10,10,79.67
1166,Mexico,tepetzingo,OBED RENDON PONCE,Typica,7.08,7,6.92,7.33,7.25,7.08,10,10,10,79.58
1167,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,Caturra,7.25,6.92,6.92,7.33,7.25,7,10,10,10,79.58
1168,Colombia,huila,Exportadora de Cafe Condor S.A,,7.25,7.17,7,6.75,7.17,7.33,10,10,10,79.58
1169,Guatemala,"chuva, san marcos",Carl Walker,,7.08,7,6.83,7.33,7.25,7,10,10,10,79.58
1170,Nicaragua,jinotega,COOPERATIVA EL GORRION R.L,Caturra,6.92,6.92,7,7.42,7.25,7,10,10,10,79.5
1171,Taiwan,nantou,CQI Taiwan ICP CQI台灣合作夥伴,Typica,6.92,7,7.17,7,7.42,7,10,10,10,79.5
1172,Colombia,cundinamarca,Exportadora de Cafe Condor S.A,Caturra,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,79.5
1173,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,Caturra,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,79.5
1174,Mexico,"coatepec, coatepec",MARIO JOSE FERNANDEZ,Typica,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,79.5
1175,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.42
1176,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.25,7.33,6.83,7,7,7.17,10,10,10,79.42
1177,Mexico,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,Typica,7,6.83,6.83,7.42,7.33,7.17,10,10,10,79.42
1178,Cote d?Ivoire,cnra station of divo,Rre Kunene,,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,79.33
1179,Colombia,pereira,The Coffee Source Inc.,Caturra,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,79.33
1180,Mexico,zentla,ERIC JESUS CORDOBA ARROYO,Typica,7,7,6.83,7.33,7.42,6.92,10,10,10,79.33
1181,Mexico,zentla,ERIC JESUS CORDOBA ARROYO,Typica,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,79.33
1182,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,79.33
1183,Taiwan,natou county,"Lin, Che-Hao Krude 林哲豪",Typica,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,79.25
1184,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,7,7,6.92,7.17,7.17,7.08,10,10,10,79.25
1185,Guatemala,santa rosa,Juan Luis Alvarado Romero,Bourbon,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,79.17
1186,Honduras,ocotepeque,Janny Marlith Torres,Catuai,7.58,7,6.75,6.92,7,6.92,10,10,10,79.17
1187,Guatemala,occidente,Juan Luis Alvarado Romero,Bourbon,7.08,7,6.92,7.42,7,6.92,10,10,10,79.17
1188,Guatemala,nuevo oriente,Juan Luis Alvarado Romero,Catuai,7.25,7.17,6.75,7.25,7,6.92,10,10,10,79.17
1189,Costa Rica,san rafael,Brent Hall,Catuai,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,79.17
1190,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,79.17
1191,Mexico,yajalon,JULIO CESAR ROBLES FLORES,Typica,7.17,6.92,6.92,7.08,7.17,7,10,10,10,79.17
1192,Mexico,"pluma hidalogo, oaxaca",Masamichi Hiroike,Typica,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,79.17
1193,Guatemala,san marcos,Juan Luis Alvarado Romero,Bourbon,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,79.08
1194,United States (Puerto Rico),yauco region,German Negron,Other,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,79.08
1195,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,79.08
1196,Mexico,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,Mundo Novo,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,79.08
1197,Mexico,talpa de allende,BALBINO RAMIREZ FLORES,Typica,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,79.08
1198,,,Racafe & Cia S.C.A,,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,79.08
1199,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,79
1200,Honduras,intibuca,CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,7,7,7,7,7,7,10,10,10,79
1201,Peru,san ignacio,Sustainable Harvest Coffee,Typica,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,79
1202,Mexico,"iliatenco, guerrero",GONZALO DE AQUINO FLORES,Mundo Novo,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,79
1203,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,79
1204,Mexico,amatenango de la frontera,JUAN AVENAMAR RODRIGUEZ FUNEZ,Typica,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,79
1205,Mexico,"la concordia, chiapas",ALFREDO BOJALIL,Typica,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,78.92
1206,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.5,7,6.92,7.08,6.92,6.75,10,10,10,78.92
1207,Nicaragua,jalapa,"Exportadora Atlantic, S.A.",Caturra,7.17,7,6.92,7,7,7,10,10,10,78.83
1208,United States (Hawaii),kona,Eileen Koyanagi,,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,78.75
1209,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.33,7.08,6.33,7.25,7,7,10,10,10,78.75
1210,Mexico,veracruz,OCTAVIO AUGUSTO DIAZ TREJO,Typica,7.25,6.83,6.83,7,7.17,7,10,10,10,78.75
1211,Mexico,veracruz,DAMASO MARTINEZ PEREZ,Typica,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,78.75
1212,Mexico,"ohuapan, tlaltetela","PRODUCTORES DE ESPECIALIDAD EMILIANO ZAPEATA, SPR.",Bourbon,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,78.75
1213,China,yunnan,Adam Ciruli Ye,Typica,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,78.67
1214,Mexico,yecuatla,JUAN GARCIA HERNANDEZ,Caturra,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,78.67
1215,Nicaragua,nueva segovia,"Exportadora Atlantic, S.A.",,7.08,7,6.75,6.83,7.08,6.92,10,10,10,78.58
1216,Nicaragua,,"Exportadora Atlantic, S.A.",,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,78.58
1217,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,78.58
1218,Taiwan,"dongshan dist., tainan city 臺南市東山區","Lin, Che-Hao Krude 林哲豪",Typica,6.83,6.75,7.17,7.25,7,6.92,10,10,10,78.58
1219,Mexico,tapachula,ALFREDO BOJALIL,Typica,7,7,6.75,7.33,6.92,6.92,10,10,10,78.58
1220,Mexico,cofradia de suchitlan,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,78.58
1221,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,78.58
1222,Mexico,"sierra, chiapas",Kurt Kappeli,Bourbon,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,78.5
1223,Mexico,villa talea de castro,ROSARIO MIGUEL HERNANDEZ,Typica,7.08,6.83,6.83,7,7,6.92,10,10,10,78.5
1224,Mexico,los angeles,FRANCISCO RUIZ NUNEZ,Caturra,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,78.5
1225,Brazil,monte carmelo,BOURBON SPECIALTY COFFEES,Catuai,6.83,7,6.92,7.08,6.92,6.83,10,10,10,78.42
1226,Mexico,zaragoza itundujia,ISRAEL EDUARDO PAZ GARCIA,Typica,7.58,7.17,7,7.17,7.33,7,8,10,10,78.42
1227,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,78.33
1228,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.17,6.5,6.67,7,7.17,7.17,10,10,10,78.33
1229,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.17,7.17,6.5,7.17,7,6.83,10,10,10,78.33
1230,Mexico,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,Typica,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,78.33
1231,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,78.33
1232,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,78.25
1233,United States (Hawaii),kona,Kona Pacific Farmers Cooperative,Hawaiian Kona,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,78.25
1234,Indonesia,ijen,SanJava Coffee,Java,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,78.17
1235,Mexico,cordoba,GUSTAVO AMIEVA GONZALEZ,Typica,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,78.08
1236,Taiwan,"台南市東山區( dongshan dist., tainan city)","Lin, Che-Hao Krude 林哲豪",Yellow Bourbon,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,78
1237,Honduras,intibuca,CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,6.83,7,6.67,7,7,6.83,10,10,10,78
1238,United States (Hawaii),kona,Eileen Koyanagi,Hawaiian Kona,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,78
1239,Guatemala,oriente,Juan Luis Alvarado Romero,Other,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,78
1240,China,yunnan,Samuel Eli Gurel,Typica,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,78
1241,Guatemala,oriente,Juan Luis Alvarado Romero,Bourbon,7,6.83,6.83,7.17,6.67,6.83,10,10,10,78
1242,Mexico,"motozintla, chiapas",ALEJANDRO GARCIA PALACIOS,Other,7.25,7.33,7,7,7.25,7.08,10,10,8,78
1243,Colombia,,Mao-Heng Chu,,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,78
1244,Costa Rica,occidental,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,77.92
1245,Mexico,petatlan,GUSTAVO ABARCA SOLIS,Typica,7.42,7.25,7,7,7.25,7.08,8,10,10,77.92
